,pairAddress,token0,token1,dailyVolumeUSD,pastValidDays,pastTotalVolumeUSD,avgDailyVolumeUSD
0,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,{'symbol': 'USDC'},{'symbol': 'WETH'},7647618.859660115105109265572166763,31,322926042.61392003,10416969.116578065
1,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,{'symbol': 'WETH'},{'symbol': 'USDT'},2781267.847139247380766031472123991,31,129670817.02084787,4182929.5813176734
2,0x9c4fe5ffd9a9fc5678cfbd93aa2d4fd684b67c4c,{'symbol': 'PAXG'},{'symbol': 'WETH'},626138.9657404224683597882841489115,31,118797036.44272424,3832162.4658943303
3,0xdc2b82bc1106c9c5286e59344896fb0ceb932f53,{'symbol': 'WETH'},{'symbol': 'RGT'},2305222.480532917141379622153537051,30,65884177.72717814,2125296.055715424
4,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,{'symbol': 'DAI'},{'symbol': 'WETH'},754034.9816876191905916785351351929,31,57462111.57743238,1853616.5024978188
5,0xd3d2e2692501a5c9ca623199d38826e513033a17,{'symbol': 'UNI'},{'symbol': 'WETH'},678098.598745050492930500496408412,31,51257868.22096436,1653479.6200311084
6,0x67cea36eeb36ace126a3ca6e21405258130cf33c,{'symbol': 'USDC'},{'symbol': 'TSUKA'},709243.2812422010789895300921958161,31,34882712.16206092,1125248.77942132
7,0xf04543fbf20daee9b0357db966428ef2a4ae0f5a,{'symbol': 'FTX Token'},{'symbol': 'WETH'},0,31,28541732.18381828,920701.0381876865
8,0x7b73644935b8e68019ac6356c40661e1bc315860,{'symbol': 'ELON'},{'symbol': 'WETH'},686722.6706687769495401326749767582,31,27866594.334503114,898922.3978871972
9,0x9112d1761124d4ec7aca02014d6e215970f87e33,{'symbol': 'SHIT'},{'symbol': 'WETH'},2302392.384814615207661100391998114,30,25542903.76127599,823964.6374605158
10,0xd17e88b13e53029f356d46aba44b5640b35c8e9c,{'symbol': 'WETH'},{'symbol': 'WCI'},176318.9228977070180383129811164189,31,24144948.921723295,778869.3200555901
11,0xa40bb1c47f6dd27142a2bd7c93bfa98db9d1f5c5,{'symbol': 'MASK'},{'symbol': 'USDC'},413366.1878756770684637743888412762,31,22628028.809488554,729936.4132093082
12,0xf2f98cbd5d84640a2c5cfda5c996cd830067bc95,{'symbol': 'RAD'},{'symbol': 'WETH'},0,30,22076925.374965925,712158.8830634169
13,0x1f1838c3b8d9480779557876f868e36a9bc52ccb,{'symbol': 'CWEB'},{'symbol': 'WETH'},1461273.292220898833134250241062115,30,21726331.634924095,700849.4075781966
14,0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974,{'symbol': 'LINK'},{'symbol': 'WETH'},86689.22741899814542835822926174755,31,17356281.844598796,559880.059503187
15,0xe0a97733f90d089df8eee74a8723d96196fc4931,{'symbol': 'BLXM'},{'symbol': 'WETH'},1494270.135776935384701436088327421,31,16722564.610062268,539437.5680665248
16,0xebd54ad6c1d4b079bdc20ecf36dd29d1d76c9977,{'symbol': 'WETH'},{'symbol': 'URUS'},5647237.938486250548057132766902811,31,16071208.12559312,518426.06856752
17,0x6591c4bcd6d7a1eb4e537da8b78676c1576ba244,{'symbol': 'BOND'},{'symbol': 'USDC'},493490.0539116104489372533567653881,31,15864782.240520516,511767.1690490489
18,0x8c1c499b1796d7f3c2521ac37186b52de024e58c,{'symbol': 'RAD'},{'symbol': 'USDC'},154355.5027772344525339911587481119,31,14425646.3086801,465343.4293122613
