,pairAddress,token0,token1,dailyVolumeUSD,pastValidDays,pastTotalVolumeUSD,avgDailyVolumeUSD
0,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,{'symbol': 'USDC'},{'symbol': 'WETH'},20700926.75928293787896789314853427,31,544471750.6994385,17563604.86127221
1,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,{'symbol': 'WETH'},{'symbol': 'USDT'},18772672.68840025202866146905579125,31,460817310.51885694,14865074.532866353
2,0x9cbfb60a09a9a33a10312da0f39977cbdb7fde23,{'symbol': 'SAITAMA'},{'symbol': 'WETH'},3141050.473992123765650502964187167,31,146339275.1836385,4720621.780117371
3,0x5281e311734869c64ca60ef047fd87759397efe6,{'symbol': 'WETH'},{'symbol': 'CULT'},21276226.39733697851226663446163929,31,112766120.23329979,3637616.781719348
4,0xc0bf97bffa94a50502265c579a3b7086d081664b,{'symbol': 'STRONG'},{'symbol': 'WETH'},2497216.620375257089596818010016958,31,106526904.812226,3436351.7681363225
5,0x6033368e4a402605294c91cf5c03d72bd96e7d8d,{'symbol': 'X2Y2'},{'symbol': 'WETH'},2874199.656773233214402412748057927,31,90692701.35350876,2925571.011403508
6,0x2b788a7b1a0ee0da8cb1d2769825198d9c95d19d,{'symbol': 'TERA'},{'symbol': 'WETH'},781529.8560860524852476814911605399,31,80450634.495913,2595181.7579326774
7,0xaae64809138f576b0b50f1d898dd99055327c2d3,{'symbol': 'MRI'},{'symbol': 'WETH'},893231.01433761804348729900793274,31,76079127.86579251,2454165.415025565
8,0x9c4fe5ffd9a9fc5678cfbd93aa2d4fd684b67c4c,{'symbol': 'PAXG'},{'symbol': 'WETH'},1511937.714688937037527470784947104,31,70934619.49227582,2288213.5320088975
9,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,{'symbol': 'DAI'},{'symbol': 'WETH'},1915302.974985620008810183063293924,31,64737579.3532614,2088309.011395529
10,0x7b73644935b8e68019ac6356c40661e1bc315860,{'symbol': 'ELON'},{'symbol': 'WETH'},3705426.185346100453024453878518709,31,59748091.51261601,1927357.7907295485
11,0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824,{'symbol': 'HEX'},{'symbol': 'USDC'},50217.05123350240199763265615068773,31,54724393.73529117,1765303.02371907
12,0x3dd49f67e9d5bc4c5e6634b3f70bfd9dc1b6bd74,{'symbol': 'SAND'},{'symbol': 'WETH'},1167662.25589409261983410090134741,31,51837707.26253885,1672184.1052431888
13,0xdc00ba87cc2d99468f7f34bc04cbf72e111a32f7,{'symbol': 'WETH'},{'symbol': 'LOOKS'},5550086.038518358536840904107266991,31,49905405.35609527,1609851.7856804926
14,0x3827f0e43bb7d52a2ddd40eb8812180394a21b0d,{'symbol': 'WETH'},{'symbol': 'WRLD'},4026741.912404279334711856000533493,31,49889800.33323194,1609348.3978461917
15,0x6591c4bcd6d7a1eb4e537da8b78676c1576ba244,{'symbol': 'BOND'},{'symbol': 'USDC'},1007815.85368325103619836727806231,31,46268963.5220449,1492547.2103885452
16,0x3854612b93b140726167cca5418b01e832515d42,{'symbol': 'HIGH'},{'symbol': 'WETH'},1433679.280995998657855765246313601,31,40373321.90151743,1302365.2226295944
17,0x5fa464cefe8901d66c09b85d5fcdc55b3738c688,{'symbol': 'TOKE'},{'symbol': 'WETH'},1387073.378754354024699572771529685,31,39560578.31689875,1276147.6876418951
18,0x4bacaaabe3e96959ddf3269d3092d5cea88fefe9,{'symbol': 'XMON'},{'symbol': 'WETH'},12762413.4504341281066849691842077,31,38745217.09553287,1249845.7127591248
19,0xd3d2e2692501a5c9ca623199d38826e513033a17,{'symbol': 'UNI'},{'symbol': 'WETH'},2626145.44742313832397110519318858,31,36660626.92241962,1182600.868465149
20,0xccb63225a7b19dcf66717e4d40c9a72b39331d61,{'symbol': 'MC'},{'symbol': 'WETH'},2048688.504978733425480914675700876,31,35574365.265972,1147560.1698700646
21,0x25647e01bd0967c1b9599fa3521939871d1d0888,{'symbol': 'WETH'},{'symbol': 'SUPER'},3270710.326409527989212442398113221,31,35299386.345052816,1138689.882098478
22,0x55d5c232d921b9eaa6b37b5845e439acd04b4dba,{'symbol': 'HEX'},{'symbol': 'WETH'},763140.5755341484700660196576185338,31,34954779.00670515,1127573.5163453275
23,0x452c60e1e3ae0965cd27db1c7b3a525d197ca0aa,{'symbol': 'VADER'},{'symbol': 'WETH'},540195.196888612899135308494178298,31,33020507.293696806,1065177.6546353807
24,0xa5e9c917b4b821e4e0a5bbefce078ab6540d6b5e,{'symbol': 'STARL'},{'symbol': 'WETH'},388474.2015493353938199803975418455,31,29854060.055595238,963034.1953417818
25,0xdb44a4a457c87225b5ba45f27b7828a4cc03c112,{'symbol': 'RBN'},{'symbol': 'WETH'},1092916.34022138956278901831310726,31,29301615.743517943,945213.411081224
26,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,{'symbol': 'USDC'},{'symbol': 'USDT'},661865.3473344715134972423585875051,31,27253858.415942285,879156.7230949125
27,0x63b61e73d3fa1fb96d51ce457cabe89fffa7a1f1,{'symbol': 'SHINJA'},{'symbol': 'WETH'},613628.4439059538239523962678709334,31,25993648.440287266,838504.7883963634
28,0x811beed0119b4afce20d2583eb608c6f7af1954f,{'symbol': 'SHIB'},{'symbol': 'WETH'},709729.7425835038076345394675230303,31,25843365.17257532,833656.9410508168
29,0x5083b16da538c5022744526122243cf3bddb3bf2,{'symbol': 'ALI'},{'symbol': 'USDC'},40472.01044132568981055280079891135,31,22884005.590269063,738193.7287183568
30,0xd03dffd02db4b076e3eed9272a6a243a23de16e3,{'symbol': 'Metis'},{'symbol': 'WETH'},476105.310088666485626805431940665,31,21826885.51798238,704093.081225238
31,0x570febdf89c07f256c75686caca215289bb11cfc,{'symbol': 'ERN'},{'symbol': 'WETH'},152337.0553689265344573497488409257,31,21157364.50310366,682495.629132376
32,0x97e1fcb93ae7267dbafad23f7b9afaa08264cfd8,{'symbol': 'UFO'},{'symbol': 'WETH'},815524.3813043109962894990782720791,31,20929464.585939344,675144.0189012692
33,0x87898263b6c5babe34b4ec53f22d98430b91e371,{'symbol': 'WETH'},{'symbol': 'BEAN'},1691263.125978497212406337670598532,31,20601373.558696616,664560.4373773102
34,0x454f11d58e27858926d7a4ece8bfea2c33e97b13,{'symbol': 'LDO'},{'symbol': 'WETH'},310745.7375067136916313914539723073,31,20356182.871913366,656651.0603843022
35,0x470e8de2ebaef52014a47cb5e6af86884947f08c,{'symbol': 'WETH'},{'symbol': 'FOX'},702158.9427623024854052612973462706,31,20141877.354638454,649737.9791818856
36,0x6ada49aeccf6e556bb7a35ef0119cc8ca795294a,{'symbol': 'WOO'},{'symbol': 'WETH'},1181142.89168201046630828413323901,31,20064900.21921181,647254.8457810261
37,0xdf60e6416fcf8c955fddf01148753a911f7a5905,{'symbol': 'KUMA'},{'symbol': 'WETH'},3102592.02581294397537950040969948,31,19916726.134215478,642475.036587596
38,0xffa98a091331df4600f87c9164cd27e8a5cd2405,{'symbol': 'POLS'},{'symbol': 'WETH'},1843281.661206467206862642867579328,31,19860381.570801366,640657.4700258506
39,0xcaa004418eb42cdf00cb057b7c9e28f0ffd840a5,{'symbol': 'WILD'},{'symbol': 'WETH'},1970349.632349901110858493237962955,31,19586894.29579321,631835.299864297
40,0xcc6c24c992059ced4a390b9d2f743645bfe1de49,{'symbol': 'BOBA'},{'symbol': 'WETH'},60561.19528070315731741626567973766,31,19304017.84719719,622710.2531353933
41,0xca7c2771d248dcbe09eabe0ce57a62e18da178c0,{'symbol': 'WETH'},{'symbol': 'FLOKI'},569609.3703857522773127566106604468,31,18339560.950105533,591598.7403259849
42,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,{'symbol': 'WBTC'},{'symbol': 'WETH'},377136.7980978171902706947814468593,31,17956157.782051846,579230.8961952209
43,0x00aa1c57e894c4010fe44cb840ae56432d7ea1d1,{'symbol': 'DOP'},{'symbol': 'WETH'},964223.9920124155346004317984970818,31,17816622.027120702,574729.7428103453
44,0xc730ef0f4973da9cc0ab8ab291890d3e77f58f79,{'symbol': 'AUDIO'},{'symbol': 'WETH'},1486782.668763248480291334222874291,31,17786179.6019203,573747.7290942032
45,0x7b28470032da06051f2e620531adbaeadb285408,{'symbol': 'MPL'},{'symbol': 'USDC'},1166562.300791848996088764798710145,31,16979987.282469165,547741.5252409407
46,0x3df70e5b6edead5277590d3de5731d17f46e043b,{'symbol': 'DG'},{'symbol': 'WETH'},792851.9301711976241500434466737053,31,16095513.926281324,519210.1266542362
47,0xc5be99a02c6857f9eac67bbce58df5572498f40c,{'symbol': 'WETH'},{'symbol': 'AMPL'},779532.4731164347450720543323679031,31,15649024.632462155,504807.24620845664
48,0x3da1313ae46132a397d90d95b1424a9a7e3e0fce,{'symbol': 'WETH'},{'symbol': 'CRV'},288122.5996830944134612826207386883,31,15196095.041249903,490196.61423386785
49,0x3016a43b482d0480460f6625115bd372fe90c6bf,{'symbol': 'ShibDoge'},{'symbol': 'WETH'},142101.4341152691797703020226809307,31,15187910.39855756,489932.5935018568
