,token,total_tvl,stable,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,USDC,420703424.1948111,1.0,0.43620509275669406,116422729.23116772,60271647.26805384,56151081.96311388
1,FEI,677476269.146476,1.0,0.3231509260993086,84919479.36294942,42226529.78967766,42692949.57327176
2,USDT,369882192.8329315,1.0,0.41710171256514034,106443907.80819051,54828342.34425797,51615565.46393254
3,DAI,81889621.05542427,1.0,0.12451959861244678,31373009.606754087,16271129.41830569,15101880.188448396
4,FRAX,30899484.249166027,1.0,0.017267965776743933,4048850.7948841373,2256426.3704283163,1792424.424455821
5,10SET,12999188.035050925,0.0,0.02849985763723203,7152662.122606579,3724111.5228935336,3428550.599713045
6,RAI,36595193.84198185,0.0,0.01720561442040622,4079267.998777023,2248278.8418490146,1830989.1569280084
7,HEX,12061071.941466996,0.0,0.02250612848262805,8211768.127754318,3980234.4752527103,4231533.652501607
8,WOO,6915608.768143637,0.0,0.006462573289515377,1701680.341165585,844472.4167178551,857207.9244477297
9,GLCH,1507678.464090461,0.0,0.010215778945283742,2666255.530322696,1334908.4254990402,1331347.1048236557
10,ERN,4928633.743500184,0.0,0.0076658941144187275,2018409.0328693416,1001711.831973951,1016697.2008953906
11,STAK,1282344.896514143,0.0,0.002082630654579658,523540.63109755877,272139.9144295779,251400.7166679809
12,DPI,46144285.79681465,0.0,0.05569310555558439,14765818.805286694,7277486.743453826,7488332.061832868
13,POLS,13258389.98995263,0.0,0.0020596173157064884,606569.681123263,269132.7330755854,337436.9480476775
14,WBTC,147917560.52993077,0.0,0.04995710140678447,12153236.008039685,6527956.011833469,5625279.996206216
15,SAND,14394897.89630433,0.0,0.013476722867755976,3712875.353968403,1761019.9868888685,1951855.3670795343
16,PERP,5759281.424084676,0.0,0.002702548106073701,745565.7941191813,353145.2918506821,392420.5022684992
17,TRU,2817492.940740972,0.0,0.007249880758921572,1874388.4299243249,947350.8540839849,927037.57584034
18,VISR,5157788.056864533,0.0,0.004990901488059625,1241407.290144002,652167.2486190953,589240.0415249066
19,PAID,2390008.6499473182,0.0,0.005650191004151193,1501291.1820646008,738317.4222463421,762973.7598182586
20,ETH2x-FLI,7179205.209294041,0.0,0.017678231361674186,4710560.887780586,2310036.2800542987,2400524.607726288
21,CARDS,21877606.487980507,0.0,0.01249912015560064,3173345.3447684296,1633275.4356180734,1540069.9091503562
22,LINK,56684224.30831371,0.0,0.041284779661825984,11404131.025720831,5394733.040977358,6009397.984743472
23,SHIB,4223205.402022528,0.0,0.07382944363690065,19101066.05021597,9647384.393170038,9453681.657045932
24,KISHU,3389938.319430507,0.0,0.07435795383854114,19562707.66169059,9716445.47259538,9846262.189095208
25,LEASH,5190264.845379005,0.0,0.02990112889302238,7684483.709335713,3907217.3649231046,3777266.344412608
26,ELON,8348648.248301872,0.0,0.01783093570279963,4336257.831830653,2329990.344513845,2006267.4873168084
27,UNI,129802562.4771363,0.0,0.03581700507861362,11322410.968228087,4680252.19727925,6642158.770948836
28,AKITA,3943638.6331923055,0.0,0.003918334195351267,1023975.1294906092,512013.5585657102,511961.57092489896
29,AAVE,29577709.23393617,0.0,0.011033702829642245,3029860.959026183,1441787.5475410398,1588073.411485143
30,WETH,2023077417.6534188,0.0,0.6969148619248902,527335757.23481685,258290685.53595877,269045071.6988581
31,MATIC,12523770.302964928,0.0,0.023250832375468797,6150703.864085671,3038214.922632816,3112488.9414528543
32,TEND,14548.661107864678,0.0,0.05516495896167351,10824408.315322423,7208473.177098648,3615935.138223775
33,eRSDL,8617127.947194418,0.0,0.006826008447546737,1842962.5600097398,891962.9367435127,950999.6232662272
34,FEG,7113438.39864631,0.0,0.04216922170388349,11307766.69039407,5510304.172668025,5797462.517726045
35,WDOGE,45354675.61773112,0.0,0.00621862384964294,1426591.0763820244,812595.2427475037,613995.8336345208
36,MKR,39215559.97028247,0.0,0.007528489514849685,1986805.4277805593,983757.0036001662,1003048.4241803932
37,AMPL,14460196.127779888,0.0,0.004693503945771926,1136730.7588364682,613305.9452325363,523424.8136039318
38,LUSD,882853.5629863593,,0.0009776470629855613,248087.7680433504,127750.34664843748,120337.42139491292
39,⚗️,25063438.59751639,,0.022601278249538295,5950350.1628440935,2953336.8844365664,2997013.2784075267
40,TEL,1457813.401468606,,0.005579516221442188,1459520.6763237393,729082.2612846671,730438.4150390724
41,CoShi,925588.2767680908,,0.0010430603339938746,278382.8454863918,136297.9793914868,142084.86609490504
42,SHIH,633746.1132489487,,0.0007884987652302546,198693.25042281242,103034.105459713,95659.1449630994
43,VSP,5014768.197745625,,0.0031105551463713084,755895.6682256688,406460.0746659144,349435.5935597544
44,CEL,5437202.346111434,,0.00993122010804692,2505346.583994932,1297724.7715249169,1207621.8124700151
45,PUSSY,1171177.6909262603,,0.001139519364745084,329541.2009229555,148902.399823347,180638.80109960856
46,HOKK,1218658.4997377717,,0.010863800254475519,2920692.9236266413,1419586.1686428837,1501106.7549837576
47,SANSHU,556273.2257201705,,0.002480430530680477,657178.2717965269,324120.9145191048,333057.3572774221
48,renBTC,16754263.392156417,,0.00420278197018585,981916.1985625176,549182.6998788628,432733.4986836548
