,token,total_tvl,stable,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,USDC,582441937.8728694,1.0,0.3899246711464366,181172734.04674911,95337447.0835447,85835286.96320441
1,FEI,953359189.7610064,1.0,0.09220423074846759,24977585.495086245,20334065.265178192,4643520.229908052
2,USDT,590593445.2395501,1.0,0.4561647067714759,202631770.08790034,106277538.82404102,96354231.26385933
3,DAI,153655294.1849812,1.0,0.12866663989159288,52205018.48565885,28375225.646034807,23829792.83962404
4,FRAX,42904244.028223686,1.0,0.008718979846133627,2663655.9357753,1922821.8032717693,740834.1325035306
5,10SET,12150735.22013316,0.0,0.005377219565291686,2421507.1206720173,1185853.758534309,1235653.362137708
6,RAI,59604021.16056747,0.0,0.012489509382424826,3911114.2963734427,2754347.570070721,1156766.7263027215
7,HEX,11430378.662551032,0.0,0.027602923516800573,16699292.308399253,8129752.822604006,8569539.485795246
8,WOO,14083958.286920363,0.0,0.003975941602727742,1863476.826288653,876825.8829787661,986650.9433098868
9,GLCH,2393378.198026977,0.0,0.008013511574370875,3564626.7826356064,1767242.8481187338,1797383.9345168725
10,ERN,9482093.601744171,0.0,0.005922528771075151,2898535.3302118154,1306112.372375486,1592422.9578363297
11,STAK,2775879.430954017,0.0,0.012279777590394298,5140423.432352851,2708094.812331601,2432328.62002125
12,DPI,87597698.1969138,0.0,0.0110360645366371,4900769.0682727955,2433815.181115492,2466953.887157304
13,POLS,24048157.90825805,0.0,0.014729903205769924,5908495.388783731,3248428.089519744,2660067.2992639863
14,WBTC,276013875.7145956,0.0,0.09751043804843208,39497276.54400031,21504258.48377772,17993018.06022259
15,SAND,20754073.90806901,0.0,0.008979882096521943,3462082.7933650557,1980359.329957513,1481723.463407543
16,PERP,21345688.180349343,0.0,0.009665496573745564,4294597.976017149,2131559.8704690062,2163038.1055481434
17,TRU,7398195.479864041,0.0,0.02251607085870273,9831340.361587673,4965534.126142557,4865806.235445117
18,VISR,12786583.583847975,0.0,0.009159247957492645,3964064.9819317274,2019915.401232293,1944149.5806994345
19,PAID,4893782.443048477,0.0,0.005188306385482016,2207950.905036607,1144192.189466157,1063758.71557045
20,ETH2x-FLI,34476132.57514626,0.0,0.008096281254948072,4431500.911824877,1785496.2847904854,2646004.627034392
21,CARDS,27702905.362152766,0.0,0.00683203149161606,2802909.7058145083,1506687.6337079883,1296222.07210652
22,LINK,122931114.3376328,0.0,0.03368640502239451,14876631.003497832,7428960.175842916,7447670.827654916
23,SHIB,12631007.031588148,0.0,0.2135621054256897,94337352.84403661,47097467.812961645,47239885.03107496
24,KISHU,11176177.597608304,0.0,0.23865940786974948,105980823.97746438,52632248.39444715,53348575.58301723
25,LEASH,11123436.665491477,0.0,0.04965758119274825,21984474.50447566,10951129.776667103,11033344.727808556
26,ELON,18155112.218082327,0.0,0.08814931281118317,40217945.23134717,19439822.50307962,20778122.728267554
27,UNI,214780994.59055647,0.0,0.0405647266870609,16727736.947561922,8945856.315085847,7781880.632476075
28,AKITA,9746510.277034568,0.0,0.023460998296825613,10880337.712776862,5173921.702739377,5706416.0100374855
29,AAVE,50360137.43349736,0.0,0.013979562638297931,6604083.373568505,3082953.3174161934,3521130.056152311
30,WETH,3340190502.4560003,0.0,0.6745864215964039,1000956532.4922762,468885364.9793429,532071167.51293325
31,MATIC,18631485.22046517,0.0,0.07264742579913193,30902383.70065552,16021146.595502496,14881237.105153024
32,TEND,26767.51226510592,0.0,0.139821346933543,46267252.22832913,30835205.40145105,15432046.82687808
33,eRSDL,27594482.442325443,0.0,0.02525976739649602,12212228.328826621,5570609.446596426,6641618.882230196
34,FEG,10937502.217977583,0.0,0.031566355913649626,14293949.75108749,6961419.62382417,7332530.127263321
35,WDOGE,73888161.1578383,0.0,0.00700656633805,3148817.732412015,1545178.3073964512,1603639.425015564
36,MKR,53532791.18597559,0.0,0.00887013775815964,3515661.379771824,1956157.0941096689,1559504.2856621551
37,AMPL,27431213.815867268,0.0,0.002403997291496193,1011936.0025311455,530160.4647182276,481775.5378129178
38,LUSD,147694008.3220446,,0.046844265662890794,16198667.20986044,10330701.178854512,5867966.031005929
39,⚗️,32734115.682472363,,0.002756723045898401,1532822.9109487273,607948.0939029664,924874.817045761
40,TEL,2042736.445315876,,0.006092982546777046,2721935.553312,1343703.0357505083,1378232.5175614918
41,CoShi,2260949.6964941043,,0.014489942737923719,6573092.244689127,3195508.914611635,3377583.330077492
42,SHIH,1564523.728920966,,0.007429632507909988,3361513.516028679,1638478.3115241437,1723035.2045045355
43,VSP,8798865.479789142,,0.00957943973216584,4297649.895962917,2112581.5066890395,2185068.3892738777
44,CEL,9657548.638282916,,0.007587936620014629,3235890.045575182,1673389.5745014625,1562500.4710737194
45,PUSSY,1810280.5695441235,,0.0034948969551942544,1610579.706354037,770739.7177452659,839839.9886087711
46,HOKK,3691929.19033008,,0.03890334696865634,17250811.64497048,8579467.44821877,8671344.19675171
47,SANSHU,4558098.840507976,,0.023373062617783623,10629264.985799424,5154528.99350833,5474735.992291094
48,renBTC,40094002.57804992,,0.007642951692869659,2910388.6374146314,1685522.207385248,1224866.4300293832
